Branch_code,Vehicle_Make,Year_Manufacture,Loan_Tenure,Interest_Rate,Annual_Income,Loan_Amount
CGL,PERODUA,1,60,0.0433,9,27500
PCJ,MAZDA,0,84,0.039,10,120000
BTP,PROTON,1,60,0.0394,9,90000
TGM,HONDA,1,108,0.0416,5,87000
KMT,PERODUA,1,108,0.049,10,30300
KMA,PERODUA,1,84,0.0463,6,40000
KLA,PROTON,1,84,0.0391,6,100000
CPB,PERODUA,1,108,0.048,4,27800
SRE,PERODUA,1,84,0.0455,5,39900
KMA,NISSAN,1,108,0.0406,1,60500
PCJ,PERODUA,0,108,0.048,5,46700
PCJ,MAZDA,1,108,0.0393,8,137000
KRP,PERODUA,1,84,0.0469,3,40000
BKI,PERODUA,1,108,0.042,5,66000
PCJ,SUBARU,1,108,0.0394,9,105000
BTP,HONDA,1,84,0.0383,6,97000
KTA,NISSAN,1,108,0.04,6,51000
SRB,ISUZU,1,108,0.0404,6,72500
SRE,TOYOTA,1,84,0.039,9,110000
PGG,HONDA,0,108,0.0404,6,68700
STM,PERODUA,0,60,0.0461,10,35000
PKG,HONDA,1,84,0.0412,3,45000
TPI,HONDA,1,108,0.0394,7,76000
TPL,PERODUA,1,108,0.0463,6,38900
PCJ,PROTON,1,84,0.0455,6,39500
BKI,ISUZU,1,108,0.039,5,109000
PAP,PROTON,1,84,0.0457,5,36700
INM,MAZDA,1,108,0.0405,6,115000
BTU,NISSAN,1,60,0.0396,8,60000
SRB,PROTON,1,108,0.0465,6,39000
KKB,PERODUA,1,108,0.0486,8,40000
BBM,TOYOTA,1,60,0.0396,7,60000
JKN,PERODUA,1,108,0.0485,3,33700
TPI,PERODUA,1,36,0.0458,6,30000
SBW,NISSAN,1,108,0.0387,8,132000
RHP,PERODUA,0,108,0.0489,9,35000
GOM,PERODUA,1,108,0.0416,7,60300
KLA,HONDA,1,84,0.0393,5,110000
BKI,PERODUA,1,48,0.0418,8,71900
PTK,PEUGEOT,1,84,0.0398,9,73600
PNG,HONDA,1,84,0.0393,9,50000
JLG,TOYOTA,1,108,0.0391,5,76800
MUR,PERODUA,1,108,0.0468,5,35900
TPI,PERODUA,1,84,0.0464,7,43000
PCJ,MITSUBISHI,0,108,0.0403,9,126000
KMA,PROTON,1,108,0.049,5,36700
TTI,PROTON,0,84,0.0394,7,80000
TPI,PERODUA,1,84,0.05,5,24800
IIS,PERODUA,1,108,0.0481,5,44200
SDK,PROTON,1,108,0.0481,5,64500
BKI,PROTON,1,108,0.0482,4,36600
BKI,PROTON,1,84,0.047,6,38000
JKU,PERODUA,1,108,0.0482,10,43200
BTU,PERODUA,1,108,0.049,5,48200
TMD,PROTON,1,108,0.0491,6,37500
GRN,PROTON,0,108,0.0503,4,35700
SRB,PERODUA,1,108,0.049,6,34900
KMN,PERODUA,1,108,0.0467,7,48000
SRN,HONDA,1,60,0.040999999999999995,3,37000
SAN,PERODUA,1,60,0.040999999999999995,7,60000
KLG,HONDA,1,84,0.0392,7,90000
KLG,PERODUA,1,108,0.0501,5,35300
BKI,PROTON,1,108,0.048,4,36000
PCJ,PERODUA,1,60,0.0451,6,35000
IIS,TOYOTA,1,84,0.0409,5,40000
TWU,TOYOTA,1,108,0.0403,8,78000
KC1,PROTON,1,108,0.0473,7,48500
SBW,PERODUA,1,108,0.0497,5,50900
KBH,BMW,1,108,0.0389,9,307000
SJR,TOYOTA,1,108,0.04,6,78000
BTP,PERODUA,1,108,0.0487,3,38900
STW,HONDA,1,84,0.0393,6,86000
SS2,TOYOTA,1,72,0.0406,5,40000
PKG,HYUNDAI,1,108,0.040999999999999995,5,143000
KTN,PROTON,1,108,0.0495,5,38300
TPI,MITSUBISHI,0,108,0.0403,8,100000
SS2,PERODUA,1,84,0.0463,8,44800
KC1,MAZDA,1,108,0.0394,6,110000
TPI,HONDA,1,84,0.0397,7,62800
BGJ,PROTON,1,108,0.0473,5,47900
PCJ,MERCEDES BENZ,1,108,0.0396,9,228000
MJL,TOYOTA,1,108,0.0393,5,71600
SLY,PERODUA,1,108,0.047,5,32600
BBM,NISSAN,1,108,0.0401,9,131000
PCJ,HONDA,1,108,0.0399,5,64000
PBT,SUBARU,1,36,0.0397,7,80000
SBW,TOYOTA,1,108,0.0401,5,100000
TPI,TOYOTA,1,60,0.039,6,75000
JLG,TOYOTA,1,108,0.0387,6,90000
SGP,PERODUA,1,108,0.0466,5,38500
MAS,VOLKSWAGEN,1,108,0.0408,6,78000
SEG,PROTON,1,108,0.0503,5,36800
TSR,MAZDA,1,108,0.0393,9,119000
KRP,PROTON,1,108,0.0492,4,36000
SAT,MAZDA,0,108,0.0398,8,130000
KMA,MAZDA,1,108,0.0396,5,68500
BCM,PROTON,1,60,0.0483,6,20000
MUR,PROTON,1,108,0.05,7,36000
SBV,MAZDA,1,108,0.0399,8,141000
PCJ,MERCEDES BENZ,1,108,0.039,9,280000
KTJ,PROTON,1,108,0.0398,7,106000
SRB,HONDA,1,108,0.0398,5,68600
DJK,PERODUA,1,60,0.0463,7,39000
MLK,PERODUA,1,60,0.0415,10,50000
KTA,PROTON,1,108,0.0483,5,35700
BYB,PERODUA,1,60,0.0455,9,50000
SBW,PERODUA,1,108,0.0465,7,48000
KMN,PERODUA,1,108,0.0462,5,35700
KEP,PERODUA,1,84,0.0471,10,34000
PAP,HONDA,1,108,0.0393,6,67400
PRI,BMW,1,60,0.038,9,300000
TPI,HONDA,1,60,0.0438,6,20000
TSS,PERODUA,1,108,0.0486,7,35500
KUI,TOYOTA,1,36,0.0432,8,40000
TPI,PROTON,1,36,0.053,7,20000
DCM,PERODUA,1,60,0.0466,7,35800
TIN,HONDA,1,108,0.0391,5,77400
MUR,PERODUA,1,84,0.046,5,30000
ASR,PERODUA,1,60,0.0462,5,35000
BTP,PERODUA,1,84,0.0459,4,30700
KLA,PROTON,1,108,0.0491,5,37500
KEP,PROTON,1,60,0.0461,10,42000
KRP,MITSUBISHI,0,108,0.0403,4,99000
JKN,HONDA,1,108,0.0405,5,66500
BKI,PERODUA,1,108,0.0495,6,36800
LBN,TOYOTA,1,108,0.040999999999999995,5,52000
TWU,TOYOTA,1,84,0.0392,7,91500
KTA,TOYOTA,1,108,0.0392,4,74600
TPI,PERODUA,1,84,0.0456,4,32600
RHP,PERODUA,1,108,0.0493,4,33900
KMA,MAZDA,1,108,0.0384,6,248000
TPI,NISSAN,1,108,0.0398,7,135000
KOT,PERODUA,1,84,0.0465,4,41500
BKI,HONDA,0,108,0.0402,7,84300
TPI,HONDA,1,60,0.0401,5,50000
SS2,NISSAN,1,84,0.0385,7,100000
SRB,PERODUA,1,108,0.048,4,31900
ASB,KIA,1,108,0.042,6,69700
BTP,VOLKSWAGEN,1,84,0.04,5,53000
APR,PERODUA,1,84,0.0475,5,38900
SGG,PERODUA,1,108,0.0465,5,40000
KLA,PERODUA,1,60,0.0449,7,38900
MLK,PERODUA,1,108,0.0464,5,52800
KMA,PROTON,1,108,0.049,5,42000
KLG,HONDA,1,84,0.039,5,75500
TPI,TOYOTA,1,108,0.0404,5,72800
SRE,NISSAN,0,60,0.0398,1,63000
TPI,PERODUA,1,84,0.0463,5,30000
SRB,PERODUA,1,84,0.0423,6,60000
KLA,PERODUA,1,60,0.0463,5,28500
MAS,HONDA,1,108,0.0392,6,70000
KC1,PERODUA,1,108,0.0488,3,35000
KLA,PROTON,1,108,0.0485,5,34500
KLA,HONDA,1,108,0.0397,5,78000
KTU,MITSUBISHI,1,60,0.0398,7,62000
STM,HONDA,1,108,0.0406,9,110000
LHD,PROTON,1,60,0.0478,2,30000
KLG,PERODUA,1,108,0.048,8,32000
SRB,TOYOTA,1,108,0.039,7,70000
TPI,PERODUA,1,84,0.0482,9,25000
STP,PROTON,1,108,0.049,5,34600
TWU,PERODUA,1,108,0.0429,6,61400
TPI,PERODUA,1,96,0.0506,5,29700
BTG,PERODUA,0,84,0.0472,5,40000
TPI,PERODUA,1,84,0.0475,10,21000
SBW,NISSAN,0,108,0.0401,6,92000
TPI,PERODUA,1,60,0.0415,7,50000
TPI,TOYOTA,1,60,0.0396,9,70000
MUR,PROTON,1,108,0.0484,10,31000
STM,TOYOTA,1,108,0.0404,5,67000
RWG,PERODUA,1,36,0.0541,6,20000
TPI,PERODUA,1,108,0.0493,5,53000
TPI,PROTON,1,84,0.0482,10,25000
TPI,PROTON,1,108,0.0459,10,41500
TAI,PERODUA,1,108,0.047,4,43400
TPI,PERODUA,1,60,0.0462,7,35000
SEG,PROTON,1,108,0.0485,5,60000
PAP,PERODUA,1,96,0.0472,5,29000
BTP,HONDA,1,108,0.04,9,80000
PCJ,PORSCHE,1,60,0.0373,9,300000
SBN,PERODUA,1,108,0.0465,5,32600
KLA,TOYOTA,1,60,0.039,6,70000
SRB,TOYOTA,1,108,0.0405,7,82000
BTU,HONDA,1,108,0.0403,10,81900
TPI,PROTON,1,108,0.048,7,36000
IPG,NISSAN,1,60,0.0418,9,30000
TPI,PERODUA,1,108,0.0426,7,60000
MTJ,HONDA,1,108,0.042,5,62000
KLM,PROTON,1,108,0.0399,9,90000
SS2,HONDA,1,60,0.0394,7,76000
RHP,PERODUA,1,108,0.0467,4,33500
SRB,PERODUA,1,108,0.0419,5,70000
IIS,LEXUS,1,60,0.0378,6,200000
SNG,PROTON,1,60,0.0456,6,31000
SRB,TOYOTA,1,60,0.0407,5,40000
KRP,PROTON,1,108,0.0398,7,100000
SS2,HONDA,1,108,0.0401,6,72000
BTP,PERODUA,1,108,0.0493,5,31000
SGG,TOYOTA,1,108,0.0392,6,76300
MCA,PERODUA,1,108,0.043,5,58200
JKU,PROTON,1,84,0.0388,7,113000
BKI,PERODUA,1,60,0.047,6,25200
MUR,MAZDA,1,60,0.0374,8,150000
SBW,HONDA,1,108,0.0392,5,70000
TGK,PERODUA,1,108,0.0468,6,48000
KMA,PERODUA,1,108,0.0419,6,72000
SS2,PERODUA,1,60,0.05,6,21600
SRB,PROTON,1,108,0.0453,5,59000
RHP,NISSAN,0,108,0.040999999999999995,5,97300
JLG,PERODUA,1,108,0.0465,7,50000
SAL,PERODUA,1,60,0.047,10,30000
BUL,PERODUA,1,84,0.0484,5,21000
SS2,MAZDA,1,84,0.0389,9,135000
GRN,HONDA,1,48,0.0394,6,90000
TGK,PERODUA,1,108,0.047,3,29900
KTA,HONDA,1,84,0.0398,4,52000
ASB,PERODUA,1,60,0.0457,5,47300
TPI,HONDA,1,108,0.040999999999999995,6,67000
BTP,NISSAN,1,108,0.04,5,63000
BKI,ISUZU,1,108,0.0406,5,108000
SRB,PERODUA,1,108,0.0467,6,43800
SRB,TOYOTA,1,84,0.0401,7,71000
TPI,PERODUA,1,84,0.046,5,30000
MLK,PERODUA,0,108,0.0493,5,34500
BTP,PERODUA,1,36,0.0476,8,40000
KMA,VOLKSWAGEN,1,108,0.0392,5,76500
MTB,PROTON,1,84,0.0452,4,45000
PCJ,HONDA,1,108,0.0394,8,106000
SRB,PERODUA,1,36,0.0507,10,23000
TPI,PERODUA,1,108,0.0465,9,43000
TPI,PERODUA,1,84,0.0473,5,31500
BKI,PERODUA,1,108,0.0423,6,73700
MLK,PERODUA,1,84,0.0475,4,25000
KLA,PERODUA,1,108,0.0494,6,50200
SHG,TOYOTA,0,84,0.0394,5,106000
SS2,TOYOTA,1,60,0.0377,5,105000
PAP,PROTON,0,108,0.0495,4,36000
KMA,TOYOTA,1,108,0.0403,6,74000
KMA,HONDA,1,60,0.0384,9,100000
SS2,TOYOTA,1,108,0.0397,7,114600
NBJ,PROTON,1,108,0.0485,5,45000
KLA,PERODUA,1,84,0.0457,5,33000
TPI,HONDA,1,84,0.0399,6,70000
BTP,PERODUA,1,108,0.0493,3,46000
DSC,TOYOTA,1,36,0.0375,9,300000
TST,PERODUA,0,60,0.05,10,20000
TGM,PERODUA,0,108,0.0493,4,38800
PCJ,NISSAN,1,108,0.0399,9,133000
RUB,PERODUA,1,84,0.0464,4,29600
PCJ,PERODUA,1,96,0.0486,10,32000
SRB,NISSAN,0,108,0.0407,5,68000
KJG,TOYOTA,1,108,0.0402,6,75000
TPI,PROTON,1,60,0.0459,8,44800
BHU,PERODUA,1,108,0.0482,5,50200
KLA,PERODUA,1,60,0.0435,6,68300
BTU,HONDA,1,108,0.0403,5,82000
KLA,TOYOTA,1,108,0.0394,7,118000
DSH,HONDA,1,72,0.0394,6,70000
TMD,PERODUA,1,84,0.0455,6,39000
TPI,HONDA,1,36,0.0398,6,70000
TPI,PROTON,1,60,0.0476,7,34600
SBW,NISSAN,1,108,0.0405,5,112000
RJP,TOYOTA,1,108,0.0408,10,79000
TPI,PROTON,1,108,0.047,8,62000
SHG,PERODUA,1,60,0.0418,6,40000
KMA,HYUNDAI,1,84,0.039,9,94000
KTA,HONDA,1,108,0.0405,7,96000
MJL,HONDA,1,108,0.0398,7,152000
RWG,PERODUA,1,84,0.0458,3,32000
SJR,PROTON,1,84,0.0399,6,67500
TPI,VOLKSWAGEN,0,108,0.0395,6,153000
SRB,PERODUA,1,108,0.0483,5,46700
BBM,NISSAN,1,108,0.0402,6,129000
BTU,PROTON,1,36,0.0421,5,50000
BBM,PERODUA,1,108,0.0483,5,48700
SRB,PERODUA,1,84,0.049,5,32000
TPI,PERODUA,1,108,0.0455,5,53000
BHU,PROTON,1,84,0.0465,5,28000
SS2,MAZDA,1,60,0.0382,9,160000
BKI,PROTON,1,108,0.0495,5,36000
BKI,ISUZU,1,108,0.04,8,125000
SNG,NISSAN,1,108,0.0399,7,135800
MLK,PROTON,1,108,0.047,5,64000
BET,PROTON,1,108,0.0473,4,29700
SS2,MAZDA,1,108,0.0388,9,130000
BKI,PERODUA,1,108,0.0475,5,35100
BTP,MAZDA,1,108,0.0403,6,76000
TPI,PERODUA,1,60,0.046,6,28000
KLG,PERODUA,1,60,0.0465,10,34000
BEN,HONDA,1,108,0.0402,5,77000
MLK,PERODUA,1,108,0.0419,7,70000
APR,PERODUA,1,108,0.0464,4,50400
KLA,NISSAN,1,84,0.0388,9,100000
TMD,PERODUA,1,60,0.0447,7,39000
TPI,PERODUA,1,84,0.0487,5,35000
TPI,HONDA,1,84,0.0382,8,139000
MLR,PROTON,1,108,0.0477,6,46000
SS2,MAZDA,1,108,0.0389,6,152000
TPI,VOLKSWAGEN,1,84,0.0395,6,74000
MAS,PROTON,1,108,0.0503,5,36000
KCH,TOYOTA,1,108,0.0394,9,75700
SRB,PERODUA,1,108,0.0465,10,36000
KMN,KIA,0,108,0.04,5,49700
MJL,PERODUA,1,60,0.046,6,30000
TPI,HONDA,1,108,0.0398,6,145000
KLA,NISSAN,1,60,0.0393,5,70000
MLK,PROTON,0,108,0.049,4,36300
SS2,HONDA,1,84,0.0398,7,50000
JLG,TOYOTA,1,60,0.0379,9,170000
PCJ,HONDA,1,84,0.0392,7,76800
TPI,TOYOTA,1,84,0.0393,5,83700
KLA,PERODUA,1,84,0.0474,6,31000
TPI,PROTON,1,108,0.0479,5,36400
DSH,MAZDA,1,84,0.0396,8,70000
TPI,PERODUA,0,108,0.0487,4,52900
TSR,PERODUA,1,36,0.0499,5,30000
KRP,PERODUA,1,84,0.0472,4,33000
GPH,PROTON,0,60,0.0469,10,38800
TPI,PERODUA,1,108,0.0422,7,71400
BTP,TOYOTA,1,60,0.0399,4,40400
RHP,MITSUBISHI,1,108,0.0387,7,124800
KLA,HONDA,1,84,0.0389,7,96000
MUR,HONDA,1,84,0.0401,5,50000
SGG,TOYOTA,1,108,0.0403,5,76600
DSC,HONDA,1,60,0.0395,9,85000
KLA,HONDA,1,60,0.0392,10,74700
PCJ,NISSAN,1,108,0.0404,9,142000
ATH,HONDA,1,84,0.039,7,70000
BTN,PERODUA,1,60,0.0461,5,38500
KTA,PERODUA,1,108,0.0474,5,48800
KBH,TOYOTA,1,108,0.04,5,80700
BTP,HONDA,1,60,0.0387,6,84000
TSG,PERODUA,1,108,0.0463,5,50000
TMD,PERODUA,0,84,0.0458,6,44500
TPI,HONDA,1,108,0.0404,5,70700
RHP,PERODUA,1,108,0.049,4,31000
SS2,VOLKSWAGEN,1,72,0.0386,9,181000
BMC,PROTON,1,60,0.0449,1,40000
AMR,PROTON,1,36,0.0392,9,100000
PTN,TOYOTA,1,108,0.0396,6,65000
PCJ,PERODUA,1,60,0.0407,9,70000
RHP,PERODUA,1,108,0.0491,5,29200
BKI,MITSUBISHI,1,108,0.0407,7,90400
SKD,NISSAN,1,108,0.0404,10,120000
KMA,HONDA,1,108,0.0405,6,86900
BKI,PERODUA,1,108,0.049,4,39500
UEP,HONDA,1,108,0.0397,5,53000
PCJ,NISSAN,0,108,0.0402,6,116500
SBN,TOYOTA,1,36,0.0401,7,70000
KMA,TOYOTA,1,108,0.0403,7,73000
TMD,MERCEDES BENZ,1,108,0.0388,9,215000
PTN,MERCEDES BENZ,1,108,0.0396,9,220000
STM,PERODUA,1,48,0.0465,5,40000
APR,HAVAL,1,108,0.046,5,87000
MUR,HONDA,1,108,0.04,6,78000
TPI,PROTON,1,108,0.048,5,36000
BKI,PERODUA,1,108,0.0486,5,47500
PKG,PERODUA,1,84,0.0469,5,49000
TPI,PERODUA,1,108,0.0472,4,34000
PCJ,PERODUA,1,108,0.0485,6,43800
TPI,PROTON,1,108,0.048,5,35500
RHP,PERODUA,0,108,0.0479,6,58000
TPI,MAZDA,1,72,0.0389,8,100000
KMT,PERODUA,1,108,0.0422,5,72200
TPI,PROTON,1,108,0.0454,8,50700
TPI,PROTON,1,108,0.0483,10,33600
PCJ,PROTON,1,60,0.0387,7,110000
KTA,HONDA,1,108,0.0393,7,121800
DSH,MAZDA,1,84,0.0398,7,71500
LKT,MAZDA,1,60,0.0381,7,140000
TPI,TOYOTA,1,60,0.0395,6,46000
CPB,PROTON,1,84,0.0452,6,45000
BKI,HONDA,1,108,0.0397,5,75600
TPI,VOLVO,1,84,0.0388,9,255000
SJA,PERODUA,1,84,0.0456,6,38000
KTA,HONDA,1,108,0.0403,5,69000
BKI,ISUZU,1,108,0.04,6,108000
BBB,PERODUA,1,108,0.0461,4,38000
KMA,PERODUA,1,108,0.0475,6,45000
MLK,PROTON,0,60,0.0459,5,42000
PCJ,PERODUA,1,108,0.0503,5,33500
MUR,PERODUA,1,84,0.05,5,20000
SNG,HONDA,1,84,0.0402,9,78400
BKI,TOYOTA,1,108,0.0391,5,77400
BKI,ISUZU,0,108,0.0408,6,85000
BKI,TOYOTA,1,108,0.0385,7,181800
SDK,PROTON,1,108,0.0503,6,37000
JKU,PERODUA,1,36,0.05,7,31100
KMA,PERODUA,1,108,0.0461,5,44300
KLU,PROTON,0,108,0.0502,5,36800
MLK,PROTON,1,108,0.0481,4,35000
KMA,NISSAN,1,108,0.0393,9,122000
BKI,PERODUA,1,108,0.0495,5,31600
TPI,TOYOTA,1,84,0.0394,9,99400
BKI,PROTON,1,108,0.0496,5,31000
STW,PROTON,1,60,0.0385,7,114700
TMD,PROTON,1,108,0.0397,9,114000
TPI,PERODUA,1,108,0.046,5,44400
TAB,PROTON,1,108,0.0483,5,53800
PCJ,PERODUA,1,60,0.0454,9,34900
BKI,PROTON,1,108,0.0477,4,38300
KRP,TOYOTA,1,60,0.0396,10,72800
TPI,PERODUA,1,60,0.0462,5,35000
TPI,NISSAN,1,108,0.0398,7,127000
BTP,PERODUA,1,60,0.0497,4,20000
BTP,PERODUA,1,60,0.0411,7,50000
TPI,PERODUA,1,60,0.0446,7,40000
TAB,VOLKSWAGEN,1,60,0.0393,6,70800
KMA,PERODUA,1,108,0.049,5,38000
SS2,SUBARU,1,36,0.0398,9,60000
TPI,PROTON,0,84,0.0392,8,80000
ATH,HONDA,1,108,0.0394,6,71900
DCM,PERODUA,1,108,0.05,7,28000
TPI,HONDA,1,72,0.0406,5,50000
PCJ,HONDA,1,84,0.0403,5,45000
BKI,PERODUA,1,108,0.0492,6,35400
BTP,PERODUA,0,84,0.0464,6,47000
SBW,MITSUBISHI,0,108,0.0407,10,69000
BBM,PROTON,0,108,0.0493,5,34500
BKI,PERODUA,1,84,0.047,3,39000
MLK,HONDA,0,108,0.0408,5,66400
MLR,TOYOTA,1,84,0.0387,7,76300
PBT,PERODUA,1,60,0.0421,6,40000
SHG,HONDA,1,84,0.0387,6,90000
PCJ,PROTON,1,84,0.0387,6,100000
TPA,PERODUA,1,108,0.0464,5,50200
KRP,TOYOTA,0,108,0.0403,5,105000
IIS,PERODUA,1,84,0.0418,8,50000
JBU,HONDA,1,60,0.0379,6,100000
KCG,PERODUA,1,108,0.0462,5,51700
JTA,PERODUA,0,84,0.047,4,46000
TPI,PROTON,0,108,0.049,5,37000
IIS,MAZDA,1,108,0.0401,5,90000
TWU,TOYOTA,1,84,0.0394,5,80000
KMA,PROTON,1,108,0.0485,5,29600
TPI,PERODUA,1,108,0.0464,7,52000
TPI,NISSAN,1,108,0.0407,7,71000
SS2,HONDA,1,84,0.0393,8,70000
KLA,MAZDA,1,60,0.0387,9,100000
SAN,NISSAN,0,108,0.0412,6,96000
KC1,PERODUA,1,108,0.0499,4,25000
BBM,PERODUA,1,84,0.0483,6,37500
BKI,PERODUA,0,108,0.049,5,38800
KTN,PROTON,1,108,0.048,5,46500
SS2,HONDA,1,108,0.04,6,74000
TTI,PERODUA,1,84,0.0452,10,43500
IIS,PERODUA,1,84,0.0475,5,48900
TPI,PROTON,1,60,0.0389,8,70000
SRB,HONDA,1,108,0.0407,5,68000
TWU,FORD,0,108,0.0405,5,120000
BBM,PROTON,1,48,0.0428,5,30000
SEL,TOYOTA,1,36,0.0421,6,45000
STP,PERODUA,1,108,0.0499,5,38900
BCV,MERCEDES BENZ,1,108,0.039,9,238000
BRP,PROTON,1,108,0.0483,4,31900
TAI,HONDA,1,108,0.0393,6,65000
SS2,PERODUA,1,108,0.0495,5,33300
BCM,LEXUS,1,108,0.0373,9,238000
TPI,KIA,0,84,0.0397,7,77300
KTJ,PERODUA,1,108,0.0416,5,50000
KLA,PROTON,1,108,0.0475,6,46000
KLA,PROTON,1,84,0.0395,6,96000
KRP,PERODUA,1,36,0.0472,9,43000
MLK,TOYOTA,1,108,0.039,5,108700
KEP,PERODUA,1,60,0.0451,6,35000
TPI,PERODUA,1,108,0.0482,10,50100
OUG,PROTON,1,108,0.048,4,36000
YPG,PERODUA,1,60,0.0483,5,25000
CPB,PERODUA,1,108,0.049,5,32000
KLA,HONDA,0,108,0.0405,9,163000
TPI,PROTON,1,60,0.0391,9,76500
JBU,PERODUA,1,60,0.0462,5,35000
TPI,PERODUA,1,108,0.0419,5,72000
PCJ,PERODUA,1,60,0.0468,5,30000
SRB,PERODUA,1,108,0.0496,6,46000
MAS,PROTON,1,108,0.0473,10,50000
MLK,PERODUA,1,108,0.0454,5,55900
MLR,HONDA,1,108,0.04,5,70000
SS2,MAZDA,1,60,0.0371,9,80000
KLA,PROTON,0,108,0.0495,5,32500
MEL,HONDA,1,60,0.0404,7,80000
BTP,PERODUA,1,108,0.0424,5,72200
JLG,PERODUA,1,108,0.0462,5,41000
BTU,HONDA,1,84,0.0391,6,100000
PCJ,SUBARU,1,84,0.0379,9,118000
MJL,PERODUA,1,108,0.0419,6,72000
MTB,PERODUA,1,72,0.0416,9,60000
KTA,PROTON,1,108,0.0469,5,60000
SBN,NISSAN,1,108,0.0388,8,115000
PNG,HONDA,1,84,0.0389,6,73000
BKI,MITSUBISHI,1,108,0.0388,7,111000
BBM,PERODUA,1,84,0.0475,10,30000
SRB,HYUNDAI,1,108,0.0395,6,141000
TMD,PERODUA,1,84,0.0449,6,45000
SRB,PERODUA,1,108,0.0483,5,46000
JLG,PERODUA,1,108,0.0419,5,67600
TSK,PERODUA,1,108,0.0475,5,30600
MLK,PROTON,0,108,0.0504,5,35000
IPP,PERODUA,1,60,0.0415,10,50000
SDK,MITSUBISHI,1,108,0.0388,6,117000
TSK,PERODUA,1,108,0.05,5,42000
KMA,HONDA,1,108,0.0392,5,75800
SAM,VOLKSWAGEN,0,108,0.0407,6,68600
KMA,HONDA,1,108,0.0392,6,70200
KRP,PERODUA,1,108,0.0466,5,45000
MLK,MITSUBISHI,1,108,0.0388,7,114000
SS2,TOYOTA,1,84,0.0382,6,106000
MLK,TOYOTA,1,108,0.0397,5,76700
TPI,PROTON,1,108,0.0469,3,34500
KEP,NISSAN,0,108,0.0418,5,58500
BKI,PERODUA,1,108,0.0488,4,43000
IIS,PERODUA,1,84,0.0473,5,50200
MLK,PERODUA,1,108,0.0495,5,30400
BTP,PERODUA,1,108,0.0484,3,20000
TSK,PERODUA,1,108,0.0419,4,70000
SS2,PERODUA,1,60,0.0454,10,32200
KMA,TOYOTA,1,60,0.0418,5,40000
SEG,PROTON,1,36,0.0485,8,30000
RHP,PERODUA,1,108,0.0486,5,33500
KRP,PROTON,1,108,0.0401,7,76900
BKI,PERODUA,1,60,0.0457,6,40000
JRT,PERODUA,1,84,0.0494,6,46700
SS2,HONDA,1,84,0.0387,7,85600
TMD,PERODUA,1,108,0.0418,5,70000
SS2,MAZDA,1,72,0.038,8,141000
TPI,HONDA,1,96,0.0411,5,61200
SRB,PROTON,1,108,0.0481,5,34400
JLG,TOYOTA,1,60,0.0394,8,65000
RWG,MAZDA,1,84,0.038,6,127000
ASR,PERODUA,1,108,0.0497,5,44600
PAR,HONDA,1,108,0.0405,5,116000
PRI,PORSCHE,1,60,0.0372,9,360000
PAP,PERODUA,1,108,0.0419,5,70500
IIS,PERODUA,1,108,0.0471,4,36200
RHP,PROTON,1,96,0.0399,5,86800
RHP,TOYOTA,1,84,0.0392,6,97000
DUT,PERODUA,1,108,0.05,5,27600
BTP,PERODUA,1,108,0.0461,6,50300
TPI,PERODUA,1,108,0.0478,8,50000
KLA,HONDA,1,108,0.0404,6,90000
KOT,PROTON,0,60,0.0423,5,50000
SAM,PERODUA,1,108,0.047,5,31300
KLA,PERODUA,1,60,0.0442,9,45800
BKI,HONDA,1,84,0.0404,7,50000
SRB,PERODUA,1,108,0.0419,5,68000
MLK,PROTON,0,108,0.0504,4,36000
KTN,PROTON,1,108,0.048,3,35000
BBD,PERODUA,1,108,0.0516,8,24000
TPI,HONDA,1,36,0.0437,7,35000
KRP,PERODUA,1,108,0.0487,7,43700
BTP,PROTON,0,108,0.0492,5,35000
PRI,HONDA,1,36,0.0447,10,30000
TPI,HONDA,1,60,0.0388,9,109600
KLA,TOYOTA,1,60,0.039,9,80000
SGP,PERODUA,1,108,0.0482,6,36700
TPI,PROTON,1,108,0.05,5,27800
MLR,PROTON,1,108,0.048,5,46000
TPI,PROTON,1,108,0.0404,7,90000
NBJ,PERODUA,1,84,0.049,6,32000
KTA,HONDA,1,108,0.0396,8,85500
SMY,ISUZU,1,60,0.0388,6,90000
KLA,HONDA,1,108,0.0401,6,70000
KLA,PERODUA,1,108,0.0485,5,46700
TPI,PERODUA,1,60,0.0493,5,20000
SS2,VOLKSWAGEN,1,84,0.0399,6,68000
KUL,PERODUA,1,60,0.0456,6,30000
BKI,MITSUBISHI,1,108,0.0389,5,99900
KLA,NISSAN,1,108,0.0403,5,105800
TPI,PROTON,1,108,0.0486,5,34000
KTA,PERODUA,1,108,0.0434,6,64700
KMA,PERODUA,1,84,0.0482,3,30000
UEP,HYUNDAI,0,60,0.0389,8,139500
BKI,TOYOTA,1,84,0.0395,7,100000
TJJ,MAZDA,1,60,0.0385,7,120000
TPI,PERODUA,1,108,0.047,4,32600
MUR,PERODUA,1,60,0.0442,10,50000
TPI,TOYOTA,1,108,0.0397,8,166000
SRB,HONDA,1,108,0.0391,6,68000
MLK,BMW,1,108,0.039,9,175500
KMM,PERODUA,1,108,0.0503,4,46500
PCJ,PERODUA,1,60,0.0478,10,35000
TPI,TOYOTA,1,60,0.0392,5,85000
KLA,PERODUA,1,60,0.0465,5,30800
KTA,PERODUA,1,108,0.0501,5,35000
